Pais;Entidad estatal;Referencia;Descripción;Fase actual;Fecha de publicación;Fecha de presentación de ofertas;Cuantía Estado;Detalle
COLOMBIA;MUNICIPIO DE YONDO;ESAL 005-2024;PAE 2024-2;Presentación de oferta;12/08/2024 5:24 PM (UTC -5 horas);15/08/2024 8:00 AM (UTC -5 horas);948.314.371 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;SECRETARIA DISTRITAL DEL HABITAT;V1-5-SIGA-1016813;YEFFER HERNANDO MEDINA PAEZ;Presentación de oferta;12/08/2024 3:06 PM (UTC -5 horas);-;31.217.800 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;Jardín Botánico José Celestino Mutis;JBB-CD-988-2024;OSCAR FABIAN PAEZ RODRIGUEZ;Presentación de oferta;12/08/2024 2:58 PM (UTC -5 horas);-;22.730.240 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;SECRETARÍA GENERAL DE LA ALCALDÍA MAYOR DE BOGOTÁ;SGA-CD-962-2024;CAMILO ANDRES PAEZ JARAMILLO;Presentación de oferta;12/08/2024 2:53 PM (UTC -5 horas);-;29.405.613 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE GUARNE;SAMC-007-2024 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta);PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE (Manifestación de interés (Menor Cuantía)) (Presentación de oferta);Presentación de oferta;12/08/2024 2:10 PM (UTC -5 horas);15/08/2024 5:00 PM (UTC -5 horas);348.487.104 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDÍA MUNICIPAL DE GACHANTIVÁ;MG-MC-026-2024;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS EN LA IMPLEMENTACIÓN Y EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, ENTRE EL DEPARTAMENTO DE BOYACÁ Y EL MUNICIPIO DE GACHANTIVA PARA GAR;Presentación de oferta;12/08/2024 12:34 PM (UTC -5 horas);14/08/2024 4:00 PM (UTC -5 horas);35.286.802,56 COP;Proceso cancelado;Detalle
COLOMBIA;MUNICIPIO DE LA UVITA;GC-CIA-2024-016;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS ENTRE EL DEPARTAMENTO DE BOYACÁ Y EL MUNICIPIO DE LA UVITA, PARA GARANTIZAR LA CONTINUIDAD EL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, DURANTE EL;Presentación de oferta;12/08/2024 11:35 AM (UTC -5 horas);14/08/2024 9:00 AM (UTC -5 horas);186.657.560,3 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE CIENEGA;MCI-RE- ESAL-05-2024;PAE 2024;Presentación de oferta;11/08/2024 12:18 AM (UTC -5 horas);11/08/2024 12:20 AM (UTC -5 horas);36.831.466,98 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPO DE VENTAQUEMADA;MV-RE-ESAL-005-2024;PAE 2do SEMESTRE;Presentación de oferta;9/08/2024 8:24 PM (UTC -5 horas);13/08/2024 8:30 AM (UTC -5 horas);871.993.839,2 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MUZO;MM-SG-RE-2024-03;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS CON EL FIN DE GARANTIZAR EL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE PARA LAS INSTITUCIONES EDUCATIVAS OFICIALES, DEL MUNICIPIO DE MUZO;Presentación de oferta;9/08/2024 6:16 PM (UTC -5 horas);13/08/2024 2:00 PM (UTC -5 horas);402.526.265,9 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SOATA;MS-ESAL-003-2024;PAE SEGUNDO SEMESTRE;Presentación de oferta;9/08/2024 4:47 PM (UTC -5 horas);13/08/2024 3:00 PM (UTC -5 horas);274.867.064,4 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACIÓN DE BOYACÁ;CD-GB-2773-2024;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS ENTRE EL DEPARTAMENTO DE BOYACÁ Y EL MUNICIPIO DE ZETAQUIRA, PARA GARANTIZAR LA CONTINUIDAD EL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, DURANTE;Presentación de oferta;9/08/2024 4:17 PM (UTC -5 horas);12/08/2024 2:00 PM (UTC -5 horas);265.837.367,4 COP;Proceso en evaluación y observaciones;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE IZA;MI-RE-007-2024;AUNAR ESFUERZOS TÉCNICOS ADMINISTRATIVOS Y FINANCIEROS PARA EL SUMINISTRO DE COMPLEMENTO ALIMENTARIO A ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES (PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE) EN E;Presentación de oferta;9/08/2024 3:14 PM (UTC -5 horas);12/08/2024 5:00 PM (UTC -5 horas);134.702.251,2 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE GAMEZA;MG-RE-ESAL-007-2023;PAE SEGUNDO SEMESTRE;Presentación de oferta;9/08/2024 2:48 PM (UTC -5 horas);12/08/2024 4:30 PM (UTC -5 horas);339.233.110,7 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_1395_2024;PRESTAR SERVICIOS PROFESIONALES, PARA REALIZAR LA ACTUALIZACIÓN Y MEJORAS DE LA APLICACIÓN PAEVISIÓN. UTILIZADA EN EL PROYECTO TITULADO "INTERVENTORÍA TÉCNICA, JURÍDICA, ADMINISTRATIVA Y FINANCIERA;Presentación de oferta;9/08/2024 2:14 PM (UTC -5 horas);-;18.400.000 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE CALDAS ANTIOQUIA;CD-0434-2024;Apoyar el seguimiento operativo al desarrollo del programa de alimentación escolar (PAE) del Municipio de Caldas - Antioquia.;Presentación de oferta;9/08/2024 12:03 PM (UTC -5 horas);-;14.323.500 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MOTAVITA;MM-SA-SI-004-2024 (Presentación de oferta);PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, DURANTE EL SEGUNDO SEMESTRE AÑO 2024 (Presentación de oferta);Presentación de oferta;9/08/2024 11:16 AM (UTC -5 horas);15/08/2024 9:00 AM (UTC -5 horas);240.207.979,68 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE SABOYA;ESAL-005-2024;PRESTACIÓN DE SERVICIOS PARA GARANTIZAR LA CONTINUIDAD DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, DURANTE EL SEGUNDO SEMESTRE AÑO 2024, DE ACUERDO A LO ESTABLECIDO EN LOS CONVENIOS INTERADMINISTRAT;Presentación de oferta;9/08/2024 10:32 AM (UTC -5 horas);11/08/2024 12:00 PM (UTC -5 horas);550.148.730,84 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;SECRETARIA DISTRITAL DE LA MUJER;CD-PS-1481-2024;DIANA GOMEZ PAEZ;Presentación de oferta;8/08/2024 10:08 PM (UTC -5 horas);-;32.590.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUCIÓN EDUCATIVA DANTE ALIGHIERI;2024006;YENCI JASNEIDY BALANTA PAEZ ASEO;Presentación de oferta;8/08/2024 9:11 PM (UTC -5 horas);-;6.753.400 COP;Publicado;Detalle
COLOMBIA;ALCALDÍA MUNICIPAL DE AQUITANIA;PE-AMA-007-2024;ALIMENTACION-PAE;Presentación de oferta;8/08/2024 7:41 PM (UTC -5 horas);12/08/2024 10:00 AM (UTC -5 horas);969.471.548,65 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA - CAR.;CAR-CPS-2215-2024;CRISTIAN FELIPE PAEZ ZABALA;Presentación de oferta;8/08/2024 7:13 PM (UTC -5 horas);-;31.560.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MOTAVITA;MC-MM-021 DE 2024;IMPLEMENTACIÓN Y EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE PARA GARANTIZAR LA CONTINUIDAD EL PROGRAMA DE ALIMENTACIÓN ESCOLAR DURANTE AGOSTO DEL 2024;Presentación de oferta;8/08/2024 5:19 PM (UTC -5 horas);12/08/2024 4:00 PM (UTC -5 horas);35.030.330,37 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE BOYACA;MB-RE-ESAL-05-2024;PAE;Presentación de oferta;8/08/2024 5:11 PM (UTC -5 horas);12/08/2024 11:00 AM (UTC -5 horas);194.162.194,6 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SORACA;MS-ESAL-005-2024;CONVENIO PAE;Presentación de oferta;8/08/2024 5:05 PM (UTC -5 horas);12/08/2024 12:00 AM (UTC -5 horas);600.983.276,85 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MACANAL;MM-ESAL-SE-005-2024;PAE 2DO SEMESTRE FNL;Presentación de oferta;8/08/2024 5:03 PM (UTC -5 horas);12/08/2024 11:30 AM (UTC -5 horas);242.703.912 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE CAMPOHERMOSO;ESAL-MC-004-2024;AUNAR ESFUERZOS TÉCNICOS, ECONÓMICOS Y HUMANOS PARA LA IMPLEMENTACIÓN Y EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, COMO ESTRATEGIA PARA GARANTIZAR LOS DERECHOS FUNDAMENTALES A LA EDUCACIÓN Y;Presentación de oferta;8/08/2024 4:55 PM (UTC -5 horas);12/08/2024 9:00 AM (UTC -5 horas);217.043.911,7 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE ABEJORRAL;LP-02 - 2024 (Presentación de oferta);SUMINISTRO DE RACIONES DIARIAS DE LA MINUTA INDUSTRIALIZADA LARGA VIDA Y, SUMINISTRO DE RACIONES DIARIAS DE LA MINUTA PREPARADA EN SITIO DE LAS INSTITUCIONES DE ABEJORRAL, ANTIOQUIA. PAE. (Presentació;Presentación de oferta;8/08/2024 4:44 PM (UTC -5 horas);15/08/2024 2:30 PM (UTC -5 horas);918.888.278 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;Alcaldía De Villamaria;714-2024;CAROLINA PAEZ MACHETTE;Presentación de oferta;8/08/2024 3:57 PM (UTC -5 horas);-;8.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDÍA MUNICIPIO DE BELLO;LP-08-2024 (Presentación de oferta);DESARROLLAR EL PROGRAMA DE ALIMENTACION ESCOLAR PAE, ACORDE AL DECRETO 1852 DE 2015 Y A LA RESOLUCIÓN 335 DE 2021 Y DEMÁS NORMAS APLICABLES, CON EL OBJETIVO DE CONTRIBUIR CON EL ACCESO Y PERMANENCIA;Presentación de oferta;8/08/2024 1:49 PM (UTC -5 horas);16/08/2024 9:00 AM (UTC -5 horas);6.157.315.506 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SAMACA;RE-ESAL-007-2024;AUNAR ESFUERZOS TECNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA BRINDAR EL SERVICIO DE ALIMENTACIÓN ESCOLAR PARA LAS INSTITUCIONES EDUCATIVAS PUBLICAS DEL MUNICIPIO DE SAMACÁ - CALENDARIO ESCOLAR PAE,;Presentación de oferta;8/08/2024 1:07 PM (UTC -5 horas);12/08/2024 2:30 PM (UTC -5 horas);1.395.287.548 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE SAN FRANCISCO;SIE-001-2024 (Presentación de oferta);INTEGRAR ESFUERZOS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRÍCULA OFICIAL DEL MUNICIPIO DE SAN FRANCISCO# ANTIOQUIA, PARA LA VIGENCIA;Presentación de oferta;8/08/2024 12:02 PM (UTC -5 horas);21/08/2024 8:30 AM (UTC -5 horas);464.319.708 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;SECRETARIA DE EDUCACION DEL DISTRITO;SED-SII-DRSEP-PSP-64-2024;LAURA JULIANA PALACIOS PAEZ;Presentación de oferta;8/08/2024 11:41 AM (UTC -5 horas);-;24.750.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE CUITIVA;CA-ESAL-004-2024;ALIMENTACION ESCOLAR PAE SEGUNDO SEMESTRE 2024;Presentación de oferta;8/08/2024 9:40 AM (UTC -5 horas);12/08/2024 8:15 AM (UTC -5 horas);133.309.026,95 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-1046-2024;PRESTACIÓN DE SERVICIOS PROFESIONALES COMO PSICOLOGO PARA EL FORTALECIMIENTO Y VIGILANCIA DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FLORIDABLANCA.;Presentación de oferta;8/08/2024 9:40 AM (UTC -5 horas);-;20.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SORA;MS-SA-SI-003-2024 (Presentación de oferta);ALIMENTACIÓN ESCOLAR - PAE, DURANTE EL SEGUNDO SEMESTRE AÑO 2024 (Presentación de oferta);Presentación de oferta;8/08/2024 9:08 AM (UTC -5 horas);13/08/2024 9:00 AM (UTC -5 horas);153.714.290,4 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE DUITAMA;CCS-20240343;PRESTACIÓN DE SERVICIOS PROFESIONALES PARA REALIZAR ACTIVIDADES DE ACOMPAÑAMIENTO, MONITOREO Y SUPERVISIÓN DE CAMPO DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE DESARROLLADO EN LAS INSTITUCIONES EDUCATIVA;Presentación de oferta;8/08/2024 9:03 AM (UTC -5 horas);-;16.128.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MARIPI;ESAL 007 DE 2024;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS, PARA GARANTIZAR EL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, A ESTUDIANTES MATRICULADOS DE LAS INSTITUCION OFICIALES DEL MUNICIPIO DE MARIPI DE A;Presentación de oferta;7/08/2024 6:30 PM (UTC -5 horas);9/08/2024 6:00 PM (UTC -5 horas);324.592.648 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SORACA;MS-ESAL-004-2024;CONVENIO PAE;Presentación de oferta;7/08/2024 6:28 PM (UTC -5 horas);-;600.983.276,85 COP;Proceso en evaluación y observaciones;Detalle
COLOMBIA;HOSPITAL SAN JOSE DE BELALCAZAR;Contrato N°093-2024;MONIKA LIZZETT PAEZ PEREZ;Presentación de oferta;7/08/2024 12:50 PM (UTC -5 horas);-;55.000.000 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE BUCARAMANGA;SP-CPS-228-2024;PRESTAR SERVICIOS PROFESIONALES EN LA SECRETARIA DE PLANEACIÓN CON EL FIN DE BRINDAR ASESORÍA TÉCNICA EN EL SEGUIMIENTO Y MONITOREO DE LOS PLANES DE ACCIÓN DE EMERGENCIA-PAE DERIVADOS DE LAS CALAMIDAD;Presentación de oferta;6/08/2024 7:38 PM (UTC -5 horas);-;18.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE GUATEQUE;MG-SUB-006-2024 (Presentación de oferta);SERVICIOS DE ALIMENTACION ESCOLAR A ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES PARA GARANTIZAR LA CONTINUIDAD DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE DURANTE EL SEGUNDO SEMESTRE DEL AÑO;Presentación de oferta;6/08/2024 5:57 PM (UTC -5 horas);12/08/2024 3:00 PM (UTC -5 horas);617.946.943,9 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ESE HOSPITAL ISABEL LA CATOLICA;087-PS-2024;JHON FREDY PAEZ;Presentación de oferta;6/08/2024 5:51 PM (UTC -5 horas);-;6.600.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-1037-2024;PRESTAR SERVICIOS PROFESIONALES COMO INGENIERO INDUSTRIAL PARA EL SEGUIMIENTO Y VIGILANCIA DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;6/08/2024 4:39 PM (UTC -5 horas);-;14.800.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;HOSPITAL SAN CRISTOBAL DE CIENAGA EMPRESA SOCIAL DEL ESTADO;3134-2024;GILBERTO PAEZ CORTINA;Presentación de oferta;6/08/2024 3:08 PM (UTC -5 horas);-;8.640.000 COP;Publicado;Detalle
COLOMBIA;HOSPITAL SAN CRISTOBAL DE CIENAGA EMPRESA SOCIAL DEL ESTADO;3178-2024;MARIA DENISE RAMOS PAEZ;Presentación de oferta;6/08/2024 2:45 PM (UTC -5 horas);-;5.000.000 COP;Publicado;Detalle
COLOMBIA;Alcaldía De Villamaria;698-2024;YUBELLY ROCHA PAEZ;Presentación de oferta;6/08/2024 2:33 PM (UTC -5 horas);-;8.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE HISPANIA;S.A.S.I 100-20-01-005-2024 (Presentación de oferta);FORTALECIMIENTO DE LA ESTRATEGIA DE PERMANENCIA ESCOLAR MEDIANTE LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR-PAE PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRÍCULA OFICIAL DEL MUNICIPIO DE HIS;Presentación de oferta;6/08/2024 1:02 PM (UTC -5 horas);9/08/2024 4:00 PM (UTC -5 horas);173.870.400 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO;DADEP-CD-540-2024;PRESTACIÓN DE SERVICIOS - PAOLA ANDREA CASTAÑEDA PAEZ;Presentación de oferta;6/08/2024 12:25 PM (UTC -5 horas);-;28.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD COTORRA;253-07-2024;ANA MARIA OCHOA PAEZ;Presentación de oferta;6/08/2024 12:05 PM (UTC -5 horas);-;8.700.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA DEL MUNICIPIO DE ACACIAS;OCA-CM-003-2024 (Presentación de oferta);"INTERVENTORÍA TÉCNICA, ADMINISTRATIVA, FINANCIERA, CONTABLE, AMBIENTAL Y JURÍDICA AL CONTRATO CUYO OBJETO ES "IMPLEMENTACIÓN DEL PAE EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE ACACÍAS;Presentación de oferta;5/08/2024 9:34 PM (UTC -5 horas);9/08/2024 9:30 AM (UTC -5 horas);235.120.131,37 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-1028-2024;PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO AL SEGUIMIENTO FINANCIERO Y ADMINISTRATIVO DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;5/08/2024 9:04 PM (UTC -5 horas);-;17.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-1025-2024;PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INGENIERO DE SISTEMAS PARA EL FORTALECIMIENTO Y VIGILANCIA DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FLORID;Presentación de oferta;5/08/2024 7:55 PM (UTC -5 horas);-;18.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDÍA MUNICIPAL DE RÁQUIRA;ESAL-005-2024;ESAL, IMPLEMENTACION Y EJECUCION DEL PAE;Presentación de oferta;5/08/2024 7:43 PM (UTC -5 horas);8/08/2024 11:00 AM (UTC -5 horas);44.386.560,12 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ASOCIACIÓN DE MUNICIPIOS DEL URABÁ NORTE;CD-AD-23-2024;ADMINISTRACION DELEGADA PARA EL SUMINISTRO DE VÍVERES Y TRANSPORTE Y DEMÁS REQUERIDOS ACORDE A LAS FICHAS TÉCNICAS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE EN LA VIGENCIA 2024-2;Presentación de oferta;5/08/2024 6:21 PM (UTC -5 horas);-;1.648.856.873 COP;Publicado;Detalle
COLOMBIA;ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDÍO SAN JUAN DE DIOS;CPS-1284-2024;ESTEBAN MAURICIO PAEZ BUITRAGO;Presentación de oferta;5/08/2024 6:13 PM (UTC -5 horas);-;52.030.000 COP;Publicado;Detalle
COLOMBIA;Universidad de Cartagena;UC-SGR-BPIN-2020000100467-16-2024;WADID YEZID HERNANDO PAEZ CABALLERO;Presentación de oferta;5/08/2024 5:09 PM (UTC -5 horas);-;10.400.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA DE PASTO;LP-2024-4 (Presentación de oferta);PRESTAR EL SERVICIO DE OPERACION DEL PROGRAMA DE ALIMENTACION ESCOLAR PAE (Presentación de oferta);Presentación de oferta;5/08/2024 4:33 PM (UTC -5 horas);14/08/2024 8:00 AM (UTC -5 horas);1.933.004.920 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE DUITAMA;CCS-20240337;PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS, PARA COORDINAR, ACOMPAÑAR Y CONTRIBUIR EN LA SUPERVISIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MU;Presentación de oferta;5/08/2024 3:59 PM (UTC -5 horas);-;21.636.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE AMAGA;SASI-005-2024 (Presentación de oferta);SUMINISTRO INTEGRAL DE LOS DIFERENTES ELEMENTOS NECESARIOS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE), PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRÍCULA OFICIAL DEL MUNICIPIO (Pre;Presentación de oferta;5/08/2024 3:46 PM (UTC -5 horas);14/08/2024 10:00 AM (UTC -5 horas);876.923.275,66 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SANTA ROSA DE VITERBO;MSRV-RE-004 DE 2024;ALIMENTACIÓN ESCOLAR PAE SEGUNDO SEMESTRE 2024 II;Presentación de oferta;5/08/2024 3:12 PM (UTC -5 horas);8/08/2024 9:00 AM (UTC -5 horas);40.508.857,68 COP;Proceso cancelado;Detalle
COLOMBIA;ESE CENTRO DE SALUD DE TUBARA;322-2024;emilse blanco paez;Presentación de oferta;5/08/2024 11:45 AM (UTC -5 horas);-;800.000 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE DUITAMA;CCS-20240325;PRESTACIÓN DE SERVICIOS PROFESIONALES PARA ACOMPAÑAR Y CONTRIBUIR EN LA SUPERVISIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, EN EL EJE DE CALIDAD E INOCUIDAD EN LAS INSTITUCIONES EDUCATIVAS OFICIAL;Presentación de oferta;5/08/2024 9:49 AM (UTC -5 horas);-;16.127.990 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ESE HOSPITAL LOCAL SABANAS DE SAN ANGEL /;OPS 0479-2024;LAURA VIVEROS PAEZ;Presentación de oferta;5/08/2024 12:40 AM (UTC -5 horas);-;5.000.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE SANTA BARBARA;CPS 084-2024;PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN ADMINISTRATIVA MEDIANTE LA IMPLEMENTACIÓN Y SEGUIMIENTO A LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE Y LA OPERACIÓN Y ACTUALIZACIÓN DE LOS SIST;Presentación de oferta;3/08/2024 1:09 PM (UTC -5 horas);-;15.786.666 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDÍA MUNICIPIO DE GÜICÁN;MG-ESAL-006-2024;PAE;Presentación de oferta;2/08/2024 10:56 PM (UTC -5 horas);8/08/2024 4:00 PM (UTC -5 horas);44.655.217,65 COP;Proceso en evaluación y observaciones;Detalle
COLOMBIA;ESE HOSPITAL INTEGRADO SAN ANTONIO DE PUENTE NACIONAL;CPS- 163;ALVARO ENRIQUE PAEZ GARCIA;Presentación de oferta;2/08/2024 3:40 PM (UTC -5 horas);-;8.500.000 COP;Publicado;Detalle
COLOMBIA;ALCALDÍA MUNICIPAL DE CHINAVITA;MCH-RE-ESAL-08-2024;PAE 3;Presentación de oferta;2/08/2024 2:31 PM (UTC -5 horas);3/08/2024 2:30 AM (UTC -5 horas);33.907.523,98 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;SCP-384-2024;ADQUIRIR REACTIVOS QUÍMICOS DE LABORATORIO CON CARGO AL PROYECTO "Aplicación de un extracto de carotenoides del epicarpio de chontaduro (Bactris gasipaes) como agente antioxidante de una margarina".;Presentación de oferta;2/08/2024 11:45 AM (UTC -5 horas);-;3.980.000 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE PESCA;MP-RE-009-2024;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS EN LA IMPLEMENTACIÓN Y EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE PARA GARANTIZAR LA CONTINUIDAD EL PROGRAMA DE ALIMENTACIÓN ESCOLAR DUR;Presentación de oferta;1/08/2024 6:25 PM (UTC -5 horas);5/08/2024 10:00 AM (UTC -5 horas);32.771.491,35 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;SED-SABP-005-2024;SUMINISTRO RACIONES PAE;Presentación de oferta;1/08/2024 6:02 PM (UTC -5 horas);-;44.771.557 COP;Proceso adjudicado y celebrado;Detalle
